Plants;Age;Age Brut;Dates de plantation;Plants Productifs;Taux de Productivité (%);Poids produit (g);Nombre de truffe;Poids moyen (g);Production au plant (g);Season;Plant_Productivity;Prod_per_Plant;Age_Squared;Is_Recent_Season;Original_Parcelle;Original_Espèce;Species_Bouleau blanc;Species_Charme;Species_Charme commun;Species_Chêne chevelu;Species_Chêne pubescent;Species_Chêne pédonculé;Species_Chêne vert;Species_Noisetier collurna;Species_Noisetier de Byzance/Collurna;Species_Pin d'Alep;Species_Saule;Species_Saule blanc;Species_Tilleul;Species_Tilleul à petites feuilles;Parcelle_A1;Parcelle_A2;Parcelle_B1;Parcelle_B2;Parcelle_C;Parcelle_D1;Parcelle_D2;Parcelle_E1;Parcelle_E2;Parcelle_F;Parcelle_G;Parcelle_H;Parcelle_I;Parcelle_J;Parcelle_K;Parcelle_L;Parcelle_LP;Predicted_Prod_per_Plant;Predicted_Total_Production
69;2;1;01/03/24;1;1.45;157;4;39.25;2.28;2025-2026;1.4492753623188406;2.2753623188405796;4;1;A1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.5;34.5
165;4;4;12/05/20;1;0.61;44;1;44.0;0.27;2025-2026;0.6060606060606061;0.26666666666666666;16;1;A1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0580128620969772;9.57212224600124
53;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;A1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
511;7;6;12/03/19;7;1.37;303;9;33.67;0.59;2025-2026;1.36986301369863;0.5929549902152642;49;1;A1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
25;2;1;01/03/24;1;4.0;31;1;31.0;1.24;2025-2026;4.0;1.24;4;1;A2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.5;12.5
401;4;4;05/05/20;10;2.49;828;22;37.64;2.06;2025-2026;2.493765586034913;2.064837905236908;16;1;A2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.5131189357596484;606.7606932396191
4;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;A2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
18;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;A2;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
7;3;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;A2;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
472;4;4;05/05/20;46;9.75;2942;78;37.72;6.23;2025-2026;9.745762711864407;6.233050847457627;16;1;A2;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;3.0;1416.0
220;2;1;01/03/24;3;1.36;128;4;32.0;0.58;2025-2026;1.3636363636363635;0.5818181818181818;4;1;B1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.5;110.0
189;4;4;04/05/20;3;1.59;169;5;33.8;0.89;2025-2026;1.5873015873015872;0.8941798941798942;16;1;B1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.836536463108443;158.10539152749573
95;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;B1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
1195;7;6;20/02/19;112;9.37;6396;190;33.66;5.35;2025-2026;9.372384937238493;5.352301255230126;49;1;B1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;6.339595805441844;7575.8169875030035
76;2;1;01/03/24;1;1.32;57;2;28.5;0.75;2025-2026;1.3157894736842104;0.75;4;1;B2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;0.5;38.0
108;4;4;05/05/20;1;0.93;17;1;17.0;0.16;2025-2026;0.9259259259259258;0.1574074074074074;16;1;B2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
52;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;B2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
927;7;6;06/03/19;78;8.41;3556;110;32.33;3.84;2025-2026;8.414239482200648;3.8360302049622437;49;1;B2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;4.936022787180082;4575.693123715936
53;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;C;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
83;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;C;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
1839;6;5;24/01/20;41;2.23;1498;56;26.75;0.81;2025-2026;2.2294725394236;0.8145731375747689;36;1;C;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
75;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;D1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;0.28248847958007206;21.186635968505403
69;3;2;13/02/23;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;D1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;0.16258341405861831;11.218255570044663
72;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;D1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
1261;6;5;02/03/20;6;0.48;244;6;40.67;0.19;2025-2026;0.47581284694686754;0.19349722442505948;36;1;D1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;0.0;0.0
51;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;D2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;0.2444790180016242;12.468429918082833
57;3;2;13/02/23;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;D2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;0.12457395248017067;7.1007152913697285
46;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;D2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;0.0;0.0
1833;6;5;21/01/20;13;0.71;456;18;25.33;0.25;2025-2026;0.7092198581560284;0.24877250409165302;36;1;D2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;0.0;0.0
35;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;E1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;0.0;0.0
2602;4;4;21/04/20;84;3.23;4348;121;35.93;1.67;2025-2026;3.2282859338970025;1.6710222905457341;16;1;E1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;2.8173920251047826;7330.854049322645
94;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;E1;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;0.0;0.0
80;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;E2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;0.28239510192154993;22.591608153723996
66;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;E2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;0.0;0.0
1518;6;5;04/03/20;10;0.66;659;18;36.61;0.43;2025-2026;0.6587615283267457;0.43412384716732544;36;1;E2;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;0.0;0.0
45;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;E2;Charme;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;0.0;0.0
43;3;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;E2;Charme;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;0.0;0.0
495;6;5;04/03/20;29;5.86;2372;68;34.88;4.79;2025-2026;5.858585858585859;4.791919191919192;36;1;E2;Charme;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;4.148005785242874;2053.2628636952227
35;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;F;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;0.23906798493955816;8.367379472884537
16;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;F;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;0.0;0.0
1310;6;6;11/04/18;12;0.92;866;19;45.58;0.66;2025-2026;0.9160305343511451;0.6610687022900763;36;1;F;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;0.0;0.0
56;6;5;22/11/19;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;36;1;F;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;0.0;0.0
29;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;G;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;0.0;0.0
10;3;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;G;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;0.0;0.0
1670;6;6;23/04/18;65;3.89;2686;95;28.27;1.61;2025-2026;3.8922155688622757;1.6083832335329342;36;1;G;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;1.6479239731569133;2752.0330351720454
44;6;5;27/11/19;1;2.27;34;1;34.0;0.77;2025-2026;2.272727272727273;0.7727272727272727;36;1;G;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;0.0;0.0
305;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;H;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.31937925821598323;97.41067375587488
6;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;H;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.0;0.0
1468;6;6;17/04/18;11;0.75;440;17;25.88;0.3;2025-2026;0.7493188010899182;0.2997275204359673;36;1;H;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.0;0.0
22;6;5;22/11/19;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;36;1;H;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.0;0.0
65;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;H;Chêne pédonculé;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.09207567391688343;5.984918804597423
1;3;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;H;Chêne pédonculé;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.0;0.0
7;5;5;22/11/19;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;H;Chêne pédonculé;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.0;0.0
417;6;6;17/04/18;5;1.2;173;7;24.71;0.41;2025-2026;1.1990407673860912;0.4148681055155875;36;1;H;Chêne pédonculé;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.0;0.0
11;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;I;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
2;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;I;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
283;6;6;27/04/18;63;22.26;4347;134;32.44;15.36;2025-2026;22.261484098939928;15.360424028268552;36;1;I;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;8.0;2264.0
7;6;5;22/11/19;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;36;1;I;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
56;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;I;Charme;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
549;6;6;27/04/18;57;10.38;3493;107;32.64;6.36;2025-2026;10.382513661202186;6.362477231329691;36;1;I;Charme;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;8.0;4392.0
29;3;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;I;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
129;6;5;27/11/19 to 28/11/19;9;6.98;346;12;28.83;2.68;2025-2026;6.976744186046512;2.682170542635659;36;1;I;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;4.192129193999593;540.7846660259474
20;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;I;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
6;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;I;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
462;6;6;27/04/18;65;14.07;5273;171;30.84;11.41;2025-2026;14.06926406926407;11.413419913419913;36;1;I;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;8.0;3696.0
22;6;5;22/11/19;1;4.55;20;1;20.0;0.91;2025-2026;4.545454545454546;0.9090909090909091;36;1;I;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;1.6174361517757725;35.583595339066996
34;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;J;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.06454544253492489;2.1945450461874465
4;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;J;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
787;6;6;16/05/18 to 22/11/18;9;1.14;420;19;22.11;0.53;2025-2026;1.1435832274459974;0.5336721728081322;36;1;J;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
6;6;5;22/11/19;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;36;1;J;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
12;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;J;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
33;3;3;10/10/21;1;3.03;23;1;23.0;0.7;2025-2026;3.0303030303030303;0.696969696969697;9;1;J;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;1.5;49.5
1;6;5;27/11/19;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;36;1;J;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
487;7;6;22/11/18;24;4.93;678;30;22.6;1.39;2025-2026;4.9281314168377826;1.3921971252566736;49;1;J;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;1.126247246819824;548.4824092012542
17;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;J;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
5;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;J;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
229;6;6;16/05/18;8;3.49;183;10;18.3;0.8;2025-2026;3.4934497816593884;0.7991266375545851;36;1;J;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;1.204105805543223;275.74022946939806
13;6;5;22/11/19;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;36;1;J;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
206;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;K;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.40523521729446166;83.4784547626591
35;4;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;K;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
57;4;4;13/05/20;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;K;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
39;6;5;24/01/20;1;2.56;28;1;28.0;0.72;2025-2026;2.564102564102564;0.717948717948718;36;1;K;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.8065180607425845;31.454204368960795
819;7;6;11/01/19;4;0.49;363;13;27.92;0.44;2025-2026;0.4884004884004884;0.4432234432234432;49;1;K;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
212;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;K;Charme;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0711625233446832;15.08645494907284
9;3;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;K;Charme;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
51;4;4;13/05/20;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;K;Charme;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
21;6;5;24/01/20;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;36;1;K;Charme;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
281;7;6;11/01/19;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;49;1;K;Charme;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
26;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;K;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
11;3;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;K;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
5;4;4;13/05/20;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;K;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
21;6;5;24/01/20;1;4.76;17;1;17.0;0.81;2025-2026;4.761904761904762;0.8095238095238095;36;1;K;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;2.778789216946167;58.35457355586951
518;7;6;11/01/19;15;2.9;395;17;23.24;0.76;2025-2026;2.8957528957528957;0.7625482625482626;49;1;K;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
23;2;1;01/03/24;1;4.35;41;1;41.0;1.78;2025-2026;4.3478260869565215;1.7826086956521738;4;1;L;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;0.5;11.5
33;3;3;10/10/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;L;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;0.0;0.0
10;6;5;27/11/19;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;36;1;L;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;0.0;0.0
1538;7;6;29/11/18;104;6.76;6596;142;46.45;4.29;2025-2026;6.762028608582575;4.288686605981795;49;1;L;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;3.4824102378168074;5355.94694576225
1;2;1;01/03/24;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;LP;Pin d'Alep;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;0.5;0.5
39;5;4;31/03/21;20;51.28;2509;83;30.23;64.33;2025-2026;51.28205128205128;64.33333333333333;25;1;LP;Pin d'Alep;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;5.0;195.0
60;5;4;31/03/21;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;LP;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;0.0;0.0
