Plants;Age;Age Brut;Dates de plantation;Plants Productifs;Taux de Productivité (%);Poids produit (g);Nombre de truffe;Poids moyen (g);Production au plant (g);Season;Plant_Productivity;Prod_per_Plant;Age_Squared;Is_Recent_Season;Original_Parcelle;Original_Espèce;Species_Bouleau blanc;Species_Charme;Species_Charme commun;Species_Chêne chevelu;Species_Chêne pubescent;Species_Chêne pédonculé;Species_Chêne vert;Species_Noisetier collurna;Species_Noisetier de Byzance/Collurna;Species_Pin d'Alep;Species_Saule;Species_Saule blanc;Species_Tilleul;Species_Tilleul à petites feuilles;Parcelle_A1;Parcelle_A2;Parcelle_B1;Parcelle_B2;Parcelle_C;Parcelle_D1;Parcelle_D2;Parcelle_E1;Parcelle_E2;Parcelle_F;Parcelle_G;Parcelle_H;Parcelle_I;Parcelle_J;Parcelle_K;Parcelle_L;Parcelle_LP;Predicted_Prod_per_Plant;Predicted_Total_Production
1746;5;5;17/04/2018;4;0.23;158;6;26.33;0.09;2025-2026;0.22909507445589922;0.09049255441008018;25;1;H;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.0;0.0
33;5;4;22/11/2019;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;H;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.0;0.0
2;2;2;10/10/2021;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;H;Chêne pédonculé;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.09207567391688343;0.18415134783376685
11;4;4;22/11/2019;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;16;1;H;Chêne pédonculé;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.0;0.0
477;5;5;17/04/2018;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;H;Chêne pédonculé;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;0.0;0.0
596;5;5;27/04/2018;7;1.17;475;7;67.86;0.8;2025-2026;1.174496644295302;0.7969798657718121;25;1;I;Charme commun;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
12;3;2;10/10/2021;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;I;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
24;5;4;22/11/2019;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;I;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
474;5;5;27/04/2018;19;4.01;1762;31;56.84;3.72;2025-2026;4.008438818565401;3.717299578059072;25;1;I;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;2.1558842920591883;1021.8891544360553
5;3;2;10/10/2021;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;I;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
289;5;5;27/04/2018;8;2.77;630;10;63.0;2.18;2025-2026;2.768166089965398;2.179930795847751;25;1;I;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;1.0591227488880128;306.0864744286357
9;5;4;22/11/2019;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;I;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
35;2;2;10/10/2021;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;I;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
132;5;4;27/11/19 to 28/11/19;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;I;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0.0;0.0
8;3;2;10/10/2021;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;J;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
14;5;4;22/11/2019;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;J;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
242;5;5;16/05/2018;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;J;Chêne chevelu;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
11;3;2;10/10/2021;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;J;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
6;5;4;22/11/2019;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;J;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
814;5;5;16/05/18 to 22/11/18;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;J;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
39;2;2;10/10/2021;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;J;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
1;5;4;27/11/2019;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;J;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
493;6;5;22/11/2018;1;0.2;6;1;6.0;0.01;2025-2026;0.2028397565922921;0.012170385395537525;36;1;J;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0.0;0.0
42;2;2;10/10/2021;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;K;Charme commun;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
87;3;3;13/05/2020;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;K;Charme commun;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
32;5;4;24/01/2020;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;K;Charme commun;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
413;6;5;11/01/2019;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;36;1;K;Charme commun;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
87;3;3;13/05/2020;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;K;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.28533015177300813;24.823723204251706
90;3;2;10/10/2021;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;K;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.28533015177300813;25.679713659570734
48;5;4;24/01/2020;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;K;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
931;6;5;11/01/2019;1;0.11;38;1;38.0;0.04;2025-2026;0.10741138560687433;0.04081632653061224;36;1;K;Chêne pubescent;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
18;2;2;10/10/2021;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;K;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
5;3;3;13/05/2020;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;9;1;K;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
22;5;4;24/01/2020;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;K;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
536;6;5;11/01/2019;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;36;1;K;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;0.0;0.0
43;2;2;10/10/2021;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;4;1;L;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;0.0;0.0
10;5;4;27/11/2019;0;0.0;0;0;0.0;0.0;2025-2026;0.0;0.0;25;1;L;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;0.0;0.0
1551;6;5;29/11/2018;4;0.26;509;4;127.25;0.33;2025-2026;0.2578981302385558;0.32817537072856223;36;1;L;Chêne vert;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;0.0;0.0
